,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$,imdb_rating
320,Fantastic Four ,2005,Fantasy,PG-13,106,Twentieth Century Fox,"$100,000,000","$154,696,080","$178,839,854","$333,535,934",5.7
321,22 Jump Street ,2014,Crime,R,112,Sony Pictures Entertainment (SPE),"$50,000,000","$191,719,337","$139,614,539","$331,333,876",7.0
322,Meet the Parents ,2000,Comedy,PG-13,108,Universal Pictures,"$55,000,000","$166,244,045","$164,200,000","$330,444,045",7.0
323,Black Swan ,2010,Thriller,R,108,Fox Searchlight Pictures,"$13,000,000","$106,954,678","$222,443,368","$329,398,046",8.0
324,The Perfect Storm ,2000,Action,PG-13,130,Warner Bros.,"$140,000,000","$182,618,434","$146,100,000","$328,718,434",6.5
325,John Wick: Chapter 3 - Parabellum ,2019,Crime,R,130,Lionsgate,"$75,000,000","$171,015,687","$155,694,040","$326,709,727",7.4
326,The Devil Wears Prada ,2006,Comedy,PG-13,109,Twentieth Century Fox,"$35,000,000","$124,740,460","$201,965,442","$326,705,902",6.9
327,Taken 3 ,2015,Crime,PG-13,108,Twentieth Century Fox,"$48,000,000","$89,256,424","$237,222,717","$326,479,141",6.0
328,A Christmas Carol ,2009,Animation,PG,96,Walt Disney Studios Motion Pictures,"$200,000,000","$137,855,863","$187,430,783","$325,286,646",6.8
329,The SpongeBob Movie: Sponge Out of Water ,2015,Action,PG,92,Paramount Pictures,"$74,000,000","$162,994,032","$162,192,000","$325,186,032",6.0
330,Megamind ,2010,Animation,PG,95,DreamWorks,"$130,000,000","$148,415,853","$173,469,912","$321,885,765",7.3
331,Green Book ,2018,Comedy,PG-13,130,Universal Pictures,"$23,000,000","$85,080,171","$236,672,485","$321,752,656",8.2
332,Robin Hood ,2010,Drama,PG-13,140,Universal Pictures,"$200,000,000","$105,269,730","$216,400,011","$321,669,741",6.6
333,Inglourious Basterds ,2009,Adventure,R,153,The Weinstein Company,"$70,000,000","$120,540,719","$200,914,970","$321,455,689",8.4
334,The Conjuring 2 ,2016,Thriller,R,134,Warner Bros.,"$40,000,000","$102,470,008","$217,922,810","$320,392,818",7.3
335,The Last Airbender ,2010,Action,PG,103,Paramount Pictures,"$150,000,000","$131,772,187","$187,941,694","$319,713,881",4.0
336,The Conjuring ,2013,Thriller,R,112,Warner Bros.,"$20,000,000","$137,400,141","$182,094,497","$319,494,638",7.5
337,The Proposal ,2009,Drama,PG-13,108,Walt Disney Studios Motion Pictures,"$40,000,000","$163,958,031","$153,417,000","$317,375,031",6.8
338,The Expendables 2 ,2012,Action,R,103,Lionsgate,"$100,000,000","$85,028,192","$229,947,763","$314,975,955",6.6
339,Chicken Little ,2005,Adventure,G,81,Walt Disney Studios Motion Pictures,"$150,000,000","$135,386,665","$179,046,172","$314,432,837",5.7
