,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$
2629,Don't Breathe ,2016,Thriller,R,88,Screen Gems,"$9,900,000","$89,217,875","$68,612,612","$157,830,487"
3126,Hustlers ,2019,Comedy,R,110,STX Entertainment,"$20,000,000","$104,963,598","$52,600,000","$157,563,598"
1265,P.S. I Love You ,2007,Romance,PG-13,126,Warner Bros.,"$30,000,000","$53,695,808","$103,139,531","$156,835,339"
570,Mystic River ,2003,Mystery,R,138,Warner Bros.,"$25,000,000","$90,135,191","$66,460,000","$156,595,191"
2025,This Means War ,2012,Action,PG-13,103,Twentieth Century Fox,"$65,000,000","$54,760,791","$101,730,488","$156,491,279"
1067,Rocky Balboa ,2006,Sport,PG,102,Metro-Goldwyn-Mayer (MGM),"$24,000,000","$70,270,943","$85,658,077","$155,929,020"
2554,The Hateful Eight ,2015,Mystery,R,168,The Weinstein Company,"$44,000,000","$54,117,416","$101,642,701","$155,760,117"
3143,Escape Room ,2019,Horror,PG-13,99,Sony Pictures Entertainment (SPE),"$9,000,000","$57,005,601","$98,706,476","$155,712,077"
2324,The Monuments Men ,2014,History,PG-13,118,Sony Pictures Entertainment (SPE),"$70,000,000","$78,031,620","$77,610,030","$155,641,650"
865,Monster-in-Law ,2005,Comedy,PG-13,101,New Line Cinema,"$43,000,000","$82,931,301","$72,526,026","$155,457,327"
2631,The Accountant ,2016,Action,R,128,Warner Bros.,"$44,000,000","$86,260,045","$68,900,000","$155,160,045"
393,Blade II ,2002,Action,R,117,New Line Cinema,"$54,000,000","$82,348,319","$72,661,713","$155,010,032"
406,Maid in Manhattan ,2002,Romance,PG-13,105,Revolution Studios,"$55,000,000","$94,011,225","$60,895,468","$154,906,693"
2308,Lone Survivor ,2013,Biography,R,121,Universal Pictures,"$40,000,000","$125,095,601","$29,707,311","$154,802,912"
811,The Phantom of the Opera ,2004,Romance,PG-13,143,Warner Bros.,"$70,000,000","$51,268,815","$103,380,072","$154,648,887"
2305,Ride Along ,2014,Comedy,PG-13,99,Universal Pictures,"$25,000,000","$134,938,200","$19,530,702","$154,468,902"
723,Kill Bill: Vol. 2 ,2004,Action,R,137,Miramax,"$30,000,000","$66,208,183","$87,908,613","$154,116,796"
1257,Sweeney Todd: The Demon Barber of Fleet Street ,2007,Thriller,R,116,DreamWorks,"$50,000,000","$52,898,073","$100,485,554","$153,383,627"
3134,Yesterday ,2019,Music,PG-13,116,Universal Pictures,"$26,000,000","$73,286,650","$79,891,830","$153,178,480"
1855,Tower Heist ,2011,Crime,PG-13,104,Universal Pictures,"$75,000,000","$78,046,570","$74,884,053","$152,930,623"
1693,Date Night ,2010,Crime,PG-13,88,Twentieth Century Fox,"$55,000,000","$98,711,404","$53,552,476","$152,263,880"
1381,Vantage Point ,2008,Action,PG-13,90,Sony Pictures Entertainment (SPE),"$40,000,000","$72,266,306","$79,773,576","$152,039,882"
2159,Bad Grandpa ,2013,Comedy,R,92,Paramount Pictures,"$15,000,000","$102,003,019","$49,823,528","$151,826,547"
2225,47 Ronin ,2013,Fantasy,PG-13,128,Universal Pictures,"$175,000,000","$38,362,475","$113,421,364","$151,783,839"
1868,Midnight in Paris ,2011,Romance,PG-13,94,Sony Pictures Classics,"$17,000,000","$56,817,045","$94,825,510","$151,642,555"
2989,Red Sparrow ,2018,Thriller,R,140,Twentieth Century Fox,"$69,000,000","$46,874,505","$104,698,129","$151,572,634"
2678,Gods of Egypt ,2016,Fantasy,PG-13,127,Lionsgate,"$140,000,000","$31,153,464","$119,527,400","$150,680,864"
1561,The Taking of Pelham 123 ,2009,Action,R,106,Sony Pictures Entertainment (SPE),"$100,000,000","$65,452,312","$84,713,814","$150,166,126"
1870,I Am Number Four ,2011,Adventure,PG-13,111,Walt Disney Studios Motion Pictures,"$60,000,000","$55,100,437","$94,778,000","$149,878,437"
1860,Jack and Jill ,2011,Comedy,PG,91,Sony Pictures Entertainment (SPE),"$79,000,000","$74,158,157","$75,515,631","$149,673,788"
1869,Friends with Benefits ,2011,Romance,R,109,Screen Gems,"$35,000,000","$55,802,754","$93,739,491","$149,542,245"
214,"Me, Myself & Irene ",2000,Comedy,R,116,Twentieth Century Fox,"$51,000,000","$90,570,999","$58,700,000","$149,270,999"
1861,No Strings Attached ,2011,Romance,R,108,Paramount Pictures,"$25,000,000","$70,662,220","$78,565,857","$149,228,077"
1060,Charlotte's Web ,2006,Fantasy,G,97,Paramount Pictures,"$85,000,000","$82,985,708","$65,978,114","$148,963,822"
2828,King Arthur: Legend of the Sword ,2017,Adventure,PG-13,126,Warner Bros.,"$175,000,000","$39,175,066","$109,500,000","$148,675,066"
2190,RED 2 ,2013,Adventure,PG-13,116,Lionsgate,"$84,000,000","$53,262,560","$94,813,005","$148,075,565"
302,Spy Kids ,2001,Family,PG,88,Miramax,"$35,000,000","$112,719,001","$35,215,179","$147,934,180"
317,The Mexican ,2001,Crime,R,123,DreamWorks Distribution,"$57,000,000","$66,845,033","$81,000,000","$147,845,033"
3159,The Angry Birds Movie 2 ,2019,Adventure,PG,97,Sony Pictures Entertainment (SPE),"$65,000,000","$41,667,116","$106,124,931","$147,792,047"
864,Saw II ,2005,Mystery,R,93,Lionsgate,"$4,000,000","$87,039,965","$60,708,540","$147,748,505"
1871,Source Code ,2011,Action,PG-13,93,Summit Entertainment,"$32,000,000","$54,712,227","$92,620,470","$147,332,697"
314,Swordfish ,2001,Crime,R,99,Warner Bros.,"$102,000,000","$69,772,969","$77,307,444","$147,080,413"
2336,Planes: Fire & Rescue ,2014,Adventure,PG,83,Walt Disney Studios Motion Pictures,"$50,000,000","$59,165,787","$87,800,000","$146,965,787"
2521,The Last Witch Hunter ,2015,Adventure,PG-13,106,Lionsgate,"$90,000,000","$27,367,660","$119,569,250","$146,936,910"
3137,Angel Has Fallen ,2019,Thriller,R,121,Lionsgate,"$40,000,000","$69,030,436","$77,631,541","$146,661,977"
2172,Mama ,2013,Thriller,PG-13,100,Universal Pictures,"$15,000,000","$71,628,180","$74,800,000","$146,428,180"
1197,Blades of Glory ,2007,Sport,PG-13,93,DreamWorks,"$61,000,000","$118,594,548","$27,115,799","$145,710,347"
2831,The Foreigner ,2017,Thriller,R,113,STX Entertainment,"$35,000,000","$34,393,507","$110,980,592","$145,374,099"
741,Home on the Range ,2004,Adventure,PG,76,Walt Disney Studios Motion Pictures,"$110,000,000","$50,030,461","$95,327,601","$145,358,062"
871,The Exorcism of Emily Rose ,2005,Thriller,PG-13,119,Screen Gems,"$19,000,000","$75,072,454","$70,094,350","$145,166,804"
1849,"Crazy, Stupid, Love. ",2011,Romance,PG-13,118,Warner Bros.,"$50,000,000","$84,351,197","$60,700,000","$145,051,197"
878,Herbie Fully Loaded ,2005,Sport,,101,Walt Disney Studios Motion Pictures,"$50,000,000","$66,023,816","$78,123,000","$144,146,816"
2635,Pete's Dragon ,2016,Family,PG,102,Walt Disney Studios Motion Pictures,"$65,000,000","$76,233,151","$67,462,187","$143,695,338"
204,The Invisible Man ,2020,Mystery,R,124,Universal Pictures,"$7,000,000","$70,410,000","$72,741,000","$143,151,000"
318,Spy Game ,2001,Thriller,R,126,Universal Pictures,"$115,000,000","$62,362,560","$80,687,000","$143,049,560"
2028,Paranormal Activity 4 ,2012,Horror,R,88,Paramount Pictures,"$5,000,000","$53,885,000","$88,917,657","$142,802,657"
904,The Legend of Zorro ,2005,Western,PG,129,Sony Pictures Entertainment (SPE),"$75,000,000","$46,464,023","$95,936,042","$142,400,065"
2799,Power Rangers ,2017,Adventure,PG-13,124,Lionsgate,"$100,000,000","$85,364,450","$56,972,790","$142,337,240"
1881,New Year's Eve ,2011,Comedy,PG-13,118,Warner Bros.,"$56,000,000","$54,544,638","$87,500,000","$142,044,638"
1035,Monster House ,2006,Fantasy,PG,91,Sony Pictures Entertainment (SPE),"$75,000,000","$73,661,010","$68,200,233","$141,861,243"
565,Gothika ,2003,Mystery,R,98,Warner Bros.,"$40,000,000","$59,694,580","$81,896,744","$141,591,324"
1041,Big Momma's House 2 ,2006,Comedy,PG-13,99,Twentieth Century Fox,"$40,000,000","$70,165,972","$71,356,989","$141,522,961"
590,Mona Lisa Smile ,2003,Drama,PG-13,117,Revolution Studios,"$65,000,000","$63,860,942","$77,477,047","$141,337,989"
312,Scary Movie 2 ,2001,Comedy,R,83,Miramax,"$45,000,000","$71,308,997","$69,911,681","$141,220,678"
2625,Sausage Party ,2016,Animation,R,89,Sony Pictures Entertainment (SPE),"$19,000,000","$97,685,686","$43,019,636","$140,705,322"
2789,Girls Trip ,2017,Adventure,R,122,Universal Pictures,"$19,000,000","$115,171,585","$25,380,774","$140,552,359"
2058,Step Up Revolution ,2012,Romance,PG-13,99,Lionsgate,"$33,000,000","$35,074,677","$105,396,069","$140,470,746"
711,The SpongeBob SquarePants Movie ,2004,Adventure,PG,87,Paramount Pictures,"$30,000,000","$85,417,988","$54,775,005","$140,192,993"
1725,Legend of the Guardians: The Owls of Ga'Hoole ,2010,Mystery,PG,97,Warner Bros.,"$80,000,000","$55,675,313","$84,398,077","$140,073,390"
1716,The Wolfman ,2010,Horror,R,103,Universal Pictures,"$150,000,000","$61,979,680","$77,810,085","$139,789,765"
305,America's Sweethearts ,2001,Comedy,PG-13,102,Revolution Studios,"$46,000,000","$93,607,673","$44,700,000","$138,307,673"
2323,Let's Be Cops ,2014,Action,R,104,Twentieth Century Fox,"$17,000,000","$82,390,774","$55,834,177","$138,224,951"
1237,Stardust ,2007,Adventure,PG-13,127,Paramount Pictures,"$70,000,000","$38,634,938","$98,880,202","$137,515,140"
2968,The First Purge ,2018,Sci-Fi,R,97,Universal Pictures,"$13,000,000","$69,488,745","$67,567,517","$137,056,262"
2339,Annie ,2014,Family,PG,118,Sony Pictures Entertainment (SPE),"$65,000,000","$85,911,262","$50,942,244","$136,853,506"
209,Remember the Titans ,2000,Biography,PG,113,Walt Disney Studios Motion Pictures,"$30,000,000","$115,654,751","$21,051,932","$136,706,683"
1856,Contagion ,2011,Thriller,PG-13,106,Warner Bros.,"$60,000,000","$75,658,097","$60,857,770","$136,515,867"
1711,The Bounty Hunter ,2010,Action,PG-13,110,Sony Pictures Entertainment (SPE),"$40,000,000","$67,061,228","$69,272,294","$136,333,522"
1734,Saw: The Final Chapter ,2010,Mystery,R,90,Lionsgate,"$20,000,000","$45,710,178","$90,440,256","$136,150,434"
1863,Unknown ,2011,Action,PG-13,113,Warner Bros.,"$30,000,000","$63,686,397","$72,023,632","$135,710,029"
578,The Jungle Book 2 ,2003,Family,,72,Walt Disney Studios Motion Pictures,"$20,000,000","$47,901,582","$87,802,017","$135,703,599"
2347,Jack Ryan: Shadow Recruit ,2014,Action,PG-13,105,Paramount Pictures,"$60,000,000","$50,577,412","$84,926,336","$135,503,748"
2813,American Made ,2017,Comedy,R,115,Universal Pictures,"$50,000,000","$51,342,000","$83,524,593","$134,866,593"
1728,Wall Street: Money Never Sleeps ,2010,Drama,PG-13,133,Twentieth Century Fox,"$70,000,000","$52,474,616","$82,273,405","$134,748,021"
704,The Princess Diaries 2: Royal Engagement ,2004,Comedy,,113,Walt Disney Studios Motion Pictures,"$40,000,000","$95,170,481","$39,564,000","$134,734,481"
2182,Last Vegas ,2013,Comedy,PG-13,105,CBS Films,"$28,000,000","$63,914,167","$70,488,283","$134,402,450"
546,The Cat in the Hat ,2003,Family,PG,82,Universal Pictures,"$109,000,000","$101,149,285","$32,811,256","$133,960,541"
243,Pokémon the Movie 2000 ,2000,Animation,,84,Warner Bros.,"$30,000,000","$43,758,684","$90,190,586","$133,949,270"
2549,Point Break ,2015,Crime,PG-13,114,Warner Bros.,"$105,000,000","$28,782,481","$104,936,230","$133,718,711"
2530,The Big Short ,2015,Biography,R,130,Paramount Pictures,"$28,000,000","$70,259,870","$63,181,000","$133,440,870"
1967,The Artist ,2011,Romance,PG-13,100,The Weinstein Company,"$15,000,000","$44,671,682","$88,761,174","$133,432,856"
1208,1408 ,2007,Mystery,PG-13,104,MGM/Weinstein,"$25,000,000","$71,985,628","$60,977,789","$132,963,417"
2162,Zero Dark Thirty ,2012,Thriller,R,157,Sony Pictures Entertainment (SPE),"$40,000,000","$95,720,716","$37,100,000","$132,820,716"
2031,Ghost Rider: Spirit of Vengeance ,2012,Action,PG-13,96,Sony Pictures Entertainment (SPE),"$57,000,000","$51,774,002","$80,789,928","$132,563,930"
1039,V for Vendetta ,2006,Action,R,132,Warner Bros.,"$54,000,000","$70,511,035","$62,000,000","$132,511,035"
1928,The Three Musketeers ,2011,History,PG-13,110,Summit Entertainment,"$75,000,000","$20,374,484","$111,900,000","$132,274,484"
2170,2 Guns ,2013,Thriller,R,109,Universal Pictures,"$61,000,000","$75,612,460","$56,327,951","$131,940,411"
744,Blade: Trinity ,2004,Adventure,R,113,New Line Cinema,"$65,000,000","$52,411,906","$79,472,029","$131,883,935"
2971,The House with a Clock in Its Walls ,2018,Comedy,PG,105,Universal Pictures,"$42,000,000","$68,549,695","$62,907,452","$131,457,147"
881,Bewitched ,2005,Romance,PG-13,102,Sony Pictures Entertainment (SPE),"$85,000,000","$63,313,159","$68,113,010","$131,426,169"
552,School of Rock ,2003,Music,PG-13,109,Paramount Pictures,"$35,000,000","$81,261,177","$49,834,437","$131,095,614"
714,Man on Fire ,2004,Thriller,R,146,Twentieth Century Fox,"$70,000,000","$77,911,774","$52,923,078","$130,834,852"
1034,"You, Me and Dupree ",2006,Comedy,PG-13,110,Universal Pictures,"$54,000,000","$75,628,110","$55,000,793","$130,628,903"
2804,A Bad Moms Christmas ,2017,Comedy,R,104,STX Entertainment,"$28,000,000","$72,110,659","$58,449,769","$130,560,428"
417,About a Boy ,2002,Comedy,PG-13,101,Universal Pictures,"$30,000,000","$41,385,278","$89,164,177","$130,549,455"
1026,Failure to Launch ,2006,Comedy,PG-13,97,Paramount Pictures,"$50,000,000","$88,715,192","$41,508,966","$130,224,158"
707,Mean Girls ,2004,Comedy,PG-13,97,Paramount Pictures,"$17,000,000","$86,058,055","$44,067,774","$130,125,829"
1544,Julie & Julia ,2009,Romance,PG-13,123,Sony Pictures Entertainment (SPE),"$40,000,000","$94,125,426","$35,415,096","$129,540,522"
740,Resident Evil: Apocalypse ,2004,Horror,R,94,Screen Gems,"$45,000,000","$51,201,453","$78,141,316","$129,342,769"
1745,The Fighter ,2010,Biography,R,116,Paramount Pictures,"$25,000,000","$93,617,009","$35,573,860","$129,190,869"
215,Space Cowboys ,2000,Adventure,PG-13,130,Warner Bros.,"$65,000,000","$90,464,773","$38,419,359","$128,884,132"
2508,Pan ,2015,Family,PG,111,Warner Bros.,"$150,000,000","$35,088,320","$93,300,000","$128,388,320"
1367,Step Brothers ,2008,Comedy,R,98,Sony Pictures Entertainment (SPE),"$65,000,000","$100,468,793","$27,638,849","$128,107,642"
2355,Blended ,2014,Romance,PG-13,117,Warner Bros.,"$40,000,000","$46,294,610","$81,700,000","$127,994,610"
1555,Law Abiding Citizen ,2009,Thriller,R,109,Overture Films,"$50,000,000","$73,357,727","$54,586,481","$127,944,208"
1864,The Adjustment Bureau ,2011,Romance,PG-13,106,Universal Pictures,"$50,200,000","$62,495,645","$65,373,734","$127,869,379"
218,U-571 ,2000,Action,PG-13,116,Universal Pictures,"$62,000,000","$77,122,415","$50,544,000","$127,666,415"
3145,Midway ,2019,History,PG-13,138,Lionsgate,"$100,000,000","$56,846,802","$70,574,059","$127,420,861"
1729,Predators ,2010,Sci-Fi,R,107,Twentieth Century Fox,"$40,000,000","$52,000,688","$75,232,420","$127,233,108"
2015,Chronicle ,2012,Thriller,PG-13,89,Twentieth Century Fox,"$12,000,000","$64,575,175","$62,060,922","$126,636,097"
2224,Walking with Dinosaurs 3D ,2013,Animation,PG,87,Twentieth Century Fox,"$80,000,000","$36,076,121","$90,470,397","$126,546,518"
2364,Sex Tape ,2014,Comedy,R,94,Sony Pictures Entertainment (SPE),"$40,000,000","$38,543,473","$87,526,036","$126,069,509"
2158,This Is the End ,2013,Comedy,R,107,Sony Pictures Entertainment (SPE),"$32,000,000","$101,470,202","$24,571,120","$126,041,322"
2183,Ender's Game ,2013,Sci-Fi,PG-13,114,Lionsgate,"$110,000,000","$61,737,191","$63,806,833","$125,544,024"
2810,Happy Death Day ,2017,Mystery,PG-13,96,Universal Pictures,"$4,800,000","$55,683,845","$69,795,421","$125,479,266"
2803,Captain Underpants: The First Epic Movie ,2017,Comedy,PG,89,Twentieth Century Fox,"$38,000,000","$73,921,000","$51,506,681","$125,427,681"
547,Legally Blonde 2 ,2003,Comedy,PG-13,95,Metro-Goldwyn-Mayer (MGM),"$45,000,000","$90,186,328","$34,728,514","$124,914,842"
248,The Family Man ,2000,Comedy,PG-13,125,Universal Pictures,"$60,000,000","$75,793,305","$48,951,778","$124,745,083"
2628,Ride Along 2 ,2016,Crime,PG-13,102,Universal Pictures,"$40,000,000","$91,221,830","$33,383,467","$124,605,297"
1553,Coraline ,2009,Fantasy,PG,100,Focus Features,"$60,000,000","$75,286,229","$49,310,608","$124,596,837"
407,The Time Machine ,2002,Action,PG-13,96,DreamWorks Distribution,"$80,000,000","$56,832,494","$66,896,682","$123,729,176"
2385,The Theory of Everything ,2014,Biography,PG-13,123,Focus Features,"$15,000,000","$35,893,537","$87,833,151","$123,726,688"
1070,Nanny McPhee ,2006,Fantasy,PG,97,Universal Pictures,"$25,000,000","$47,144,110","$76,132,697","$123,276,807"
674,Big Fish ,2003,Romance,PG-13,125,Sony Pictures Entertainment (SPE),"$70,000,000","$66,809,693","$56,408,731","$123,218,424"
3146,The Curse of la Llorona ,2019,Horror,R,93,Warner Bros.,"$9,000,000","$54,733,739","$68,400,000","$123,133,739"
2065,The Pirates! Band of Misfits ,2012,Family,PG,88,Sony Pictures Entertainment (SPE),"$55,000,000","$31,051,126","$92,002,915","$123,054,041"
3136,Zombieland: Double Tap ,2019,Horror,R,99,Sony Pictures Entertainment (SPE),"$42,000,000","$73,123,082","$49,687,317","$122,810,399"
398,Spirit: Stallion of the Cimarron ,2002,Family,G,83,DreamWorks Distribution,"$80,000,000","$73,280,117","$49,283,422","$122,563,539"
1585,Surrogates ,2009,Sci-Fi,PG-13,89,Walt Disney Studios Motion Pictures,"$80,000,000","$38,577,772","$83,867,000","$122,444,772"
1607,Invictus ,2009,Sport,PG-13,134,Warner Bros.,"$60,000,000","$37,491,364","$84,742,607","$122,233,971"
2184,Prisoners ,2013,Crime,R,153,Warner Bros.,"$46,000,000","$61,002,302","$61,124,385","$122,126,687"
624,Peter Pan ,2003,Romance,PG,113,Universal Pictures,"$100,000,000","$48,462,608","$73,512,403","$121,975,011"
3166,Last Christmas ,2019,Comedy,PG-13,103,Universal Pictures,"$25,000,000","$35,150,750","$86,400,000","$121,550,750"
2331,The Nut Job ,2014,Adventure,PG,85,Open Road Films (II),"$42,000,000","$64,251,541","$56,633,986","$120,885,527"
1031,Eight Below ,2006,Adventure,PG,120,Walt Disney Studios Motion Pictures,"$40,000,000","$81,612,565","$38,843,429","$120,455,994"
1058,The Omen ,2006,Horror,R,110,Twentieth Century Fox,"$25,000,000","$54,607,383","$65,367,589","$119,974,972"
2061,Parental Guidance ,2012,Comedy,PG,105,Twentieth Century Fox,"$25,000,000","$77,267,296","$42,504,936","$119,772,232"
224,Road Trip ,2000,Comedy,R,93,DreamWorks Distribution,"$16,000,000","$68,540,777","$51,213,501","$119,754,278"
392,Spy Kids 2: Island of Lost Dreams ,2002,Sci-Fi,PG,100,Dimension Films,"$38,000,000","$85,846,429","$33,876,929","$119,723,358"
3142,Dora and the Lost City of Gold ,2019,Mystery,PG,102,Paramount Pictures,"$49,000,000","$60,477,943","$59,204,692","$119,682,635"
3154,Wonder Park ,2019,Fantasy,PG,85,Paramount Pictures,"$90,000,000","$45,216,793","$74,342,317","$119,559,110"
2667,Allied ,2016,War,R,124,Paramount Pictures,"$85,000,000","$40,098,064","$79,421,959","$119,520,023"
876,Sahara ,2005,Action,PG-13,124,Paramount Pictures,"$130,000,000","$68,671,925","$50,568,426","$119,240,351"
409,Unfaithful ,2002,Thriller,R,124,Twentieth Century Fox,"$50,000,000","$52,775,765","$66,362,019","$119,137,784"
2655,The Shallows ,2016,Horror,PG-13,86,Sony Pictures Entertainment (SPE),"$17,000,000","$55,124,043","$63,976,715","$119,100,758"
1059,Final Destination 3 ,2006,Horror,R,93,New Line Cinema,"$25,000,000","$54,098,051","$64,792,221","$118,890,272"
2633,The Purge: Election Year ,2016,Thriller,R,108,Universal Pictures,"$10,000,000","$79,213,375","$39,374,505","$118,587,880"
2195,Jurassic Park ,2013,Sci-Fi,PG-13,127,Universal Pictures,"$63,000,000","$45,385,935","$72,806,380","$118,192,315"
1207,Disturbia ,2007,Crime,PG-13,105,DreamWorks,"$20,000,000","$80,209,692","$37,904,528","$118,114,220"
2680,Why Him? ,2016,Comedy,R,111,Twentieth Century Fox,"$38,000,000","$60,323,786","$57,778,939","$118,102,725"
2199,Saving Mr. Banks ,2013,Biography,PG-13,125,Walt Disney Studios Motion Pictures,"$35,000,000","$83,301,580","$34,566,404","$117,867,984"
